run_accession	study_accession	sample_accession	experiment_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	bam_ftp
ERR5311271	PRJEB30134	SAMEA6450896	ERX5100674	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/001/ERR5311271/ERR5311271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/001/ERR5311271/ERR5311271_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311271/33226_5#167.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311271/33226_5#167.cram.crai	
ERR5311273	PRJEB30134	SAMEA6451018	ERX5100676	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/003/ERR5311273/ERR5311273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/003/ERR5311273/ERR5311273_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311273/33226_5#169.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311273/33226_5#169.cram.crai	
ERR5311274	PRJEB30134	SAMEA6450899	ERX5100677	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/004/ERR5311274/ERR5311274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/004/ERR5311274/ERR5311274_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311274/33226_5#170.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311274/33226_5#170.cram.crai	
ERR5311275	PRJEB30134	SAMEA6451022	ERX5100678	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/005/ERR5311275/ERR5311275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/005/ERR5311275/ERR5311275_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311275/33226_5#171.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311275/33226_5#171.cram.crai	
ERR5311277	PRJEB30134	SAMEA6451023	ERX5100680	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/007/ERR5311277/ERR5311277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/007/ERR5311277/ERR5311277_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311277/33226_5#173.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311277/33226_5#173.cram.crai	
ERR5311278	PRJEB30134	SAMEA6450900	ERX5100681	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/008/ERR5311278/ERR5311278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/008/ERR5311278/ERR5311278_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311278/33226_5#174.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311278/33226_5#174.cram.crai	
ERR5311280	PRJEB30134	SAMEA6450902	ERX5100683	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/000/ERR5311280/ERR5311280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/000/ERR5311280/ERR5311280_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311280/33226_5#176.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311280/33226_5#176.cram.crai	
ERR5311288	PRJEB30134	SAMEA6451027	ERX5100691	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/008/ERR5311288/ERR5311288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/008/ERR5311288/ERR5311288_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311288/33226_5#184.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311288/33226_5#184.cram.crai	
ERR5311289	PRJEB30134	SAMEA6450910	ERX5100692	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/009/ERR5311289/ERR5311289_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/009/ERR5311289/ERR5311289_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311289/33226_5#185.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR5311289/33226_5#185.cram.crai	
ERR5386277	PRJEB30134	SAMEA6451031	ERX5171203	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/007/ERR5386277/ERR5386277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/007/ERR5386277/ERR5386277_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386277/33431_1#1.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386277/33431_1#1.cram.crai	
ERR5386280	PRJEB30134	SAMEA6451146	ERX5171206	550	Enterobacter cloacae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/000/ERR5386280/ERR5386280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/000/ERR5386280/ERR5386280_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386280/33431_1#4.cram	
ERR5386281	PRJEB30134	SAMEA6451037	ERX5171207	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/001/ERR5386281/ERR5386281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/001/ERR5386281/ERR5386281_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386281/33431_1#5.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386281/33431_1#5.cram.crai	
ERR5386286	PRJEB30134	SAMEA6451150	ERX5171212	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/006/ERR5386286/ERR5386286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/006/ERR5386286/ERR5386286_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386286/33431_1#10.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386286/33431_1#10.cram.crai	
ERR5386287	PRJEB30134	SAMEA6451034	ERX5171213	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/007/ERR5386287/ERR5386287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/007/ERR5386287/ERR5386287_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386287/33431_1#11.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386287/33431_1#11.cram.crai	
ERR5386288	PRJEB30134	SAMEA6451152	ERX5171214	470	Acinetobacter baumannii	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/008/ERR5386288/ERR5386288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/008/ERR5386288/ERR5386288_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386288/33431_1#12.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386288/33431_1#12.cram.crai	
ERR5386289	PRJEB30134	SAMEA6451038	ERX5171215	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/009/ERR5386289/ERR5386289_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/009/ERR5386289/ERR5386289_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386289/33431_1#13.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386289/33431_1#13.cram.crai	
ERR5386291	PRJEB30134	SAMEA6451148	ERX5171217	546	Citrobacter freundii	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/001/ERR5386291/ERR5386291_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/001/ERR5386291/ERR5386291_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386291/33431_1#15.cram	
ERR5386293	PRJEB30134	SAMEA6451151	ERX5171219	470	Acinetobacter baumannii	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/003/ERR5386293/ERR5386293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/003/ERR5386293/ERR5386293_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386293/33431_1#17.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386293/33431_1#17.cram.crai	
ERR5386295	PRJEB30134	SAMEA6451153	ERX5171221	550	Enterobacter cloacae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/005/ERR5386295/ERR5386295_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/005/ERR5386295/ERR5386295_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386295/33431_1#19.cram	
ERR5386299	PRJEB30134	SAMEA6451160	ERX5171225	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/009/ERR5386299/ERR5386299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/009/ERR5386299/ERR5386299_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386299/33431_1#23.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386299/33431_1#23.cram.crai	
ERR5386300	PRJEB30134	SAMEA6451042	ERX5171226	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/000/ERR5386300/ERR5386300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/000/ERR5386300/ERR5386300_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386300/33431_1#24.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386300/33431_1#24.cram.crai	
ERR5386302	PRJEB30134	SAMEA6451046	ERX5171228	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/002/ERR5386302/ERR5386302_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/002/ERR5386302/ERR5386302_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386302/33431_1#26.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386302/33431_1#26.cram.crai	
ERR5386304	PRJEB30134	SAMEA6451050	ERX5171230	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/004/ERR5386304/ERR5386304_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/004/ERR5386304/ERR5386304_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386304/33431_1#28.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386304/33431_1#28.cram.crai	
ERR5386305	PRJEB30134	SAMEA6451048	ERX5171231	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/005/ERR5386305/ERR5386305_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/005/ERR5386305/ERR5386305_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386305/33431_1#29.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386305/33431_1#29.cram.crai	
ERR5386309	PRJEB30134	SAMEA6451051	ERX5171235	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/009/ERR5386309/ERR5386309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/009/ERR5386309/ERR5386309_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386309/33431_1#33.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386309/33431_1#33.cram.crai	
ERR5386315	PRJEB30134	SAMEA6451054	ERX5171241	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/005/ERR5386315/ERR5386315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/005/ERR5386315/ERR5386315_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386315/33431_1#39.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386315/33431_1#39.cram.crai	
ERR5386323	PRJEB30134	SAMEA6451058	ERX5171249	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/003/ERR5386323/ERR5386323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/003/ERR5386323/ERR5386323_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386323/33431_1#47.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386323/33431_1#47.cram.crai	
ERR5386325	PRJEB30134	SAMEA6451065	ERX5171251	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/005/ERR5386325/ERR5386325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/005/ERR5386325/ERR5386325_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386325/33431_1#49.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386325/33431_1#49.cram.crai	
ERR5386328	PRJEB30134	SAMEA6451170	ERX5171254	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/008/ERR5386328/ERR5386328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/008/ERR5386328/ERR5386328_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386328/33431_1#52.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386328/33431_1#52.cram.crai	
ERR5386330	PRJEB30134	SAMEA6451171	ERX5171256	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/000/ERR5386330/ERR5386330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/000/ERR5386330/ERR5386330_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386330/33431_1#54.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386330/33431_1#54.cram.crai	
ERR5386335	PRJEB30134	SAMEA6451176	ERX5171261	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/005/ERR5386335/ERR5386335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/005/ERR5386335/ERR5386335_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386335/33431_1#59.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386335/33431_1#59.cram.crai	
ERR5386342	PRJEB30134	SAMEA6451074	ERX5171268	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/002/ERR5386342/ERR5386342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/002/ERR5386342/ERR5386342_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386342/33431_1#66.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386342/33431_1#66.cram.crai	
ERR5386344	PRJEB30134	SAMEA6451075	ERX5171270	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/004/ERR5386344/ERR5386344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/004/ERR5386344/ERR5386344_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386344/33431_1#68.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386344/33431_1#68.cram.crai	
ERR5386347	PRJEB30134	SAMEA6451076	ERX5171273	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/007/ERR5386347/ERR5386347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/007/ERR5386347/ERR5386347_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386347/33431_1#71.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386347/33431_1#71.cram.crai	
ERR5386348	PRJEB30134	SAMEA6451180	ERX5171274	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/008/ERR5386348/ERR5386348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/008/ERR5386348/ERR5386348_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386348/33431_1#72.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386348/33431_1#72.cram.crai	
ERR5386353	PRJEB30134	SAMEA6451080	ERX5171279	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/003/ERR5386353/ERR5386353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/003/ERR5386353/ERR5386353_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386353/33431_1#77.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386353/33431_1#77.cram.crai	
ERR5386354	PRJEB30134	SAMEA6451182	ERX5171280	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/004/ERR5386354/ERR5386354_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/004/ERR5386354/ERR5386354_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386354/33431_1#78.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386354/33431_1#78.cram.crai	
ERR5386357	PRJEB30134	SAMEA6451083	ERX5171283	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/007/ERR5386357/ERR5386357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/007/ERR5386357/ERR5386357_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386357/33431_1#81.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386357/33431_1#81.cram.crai	
ERR5386359	PRJEB30134	SAMEA6451084	ERX5171285	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/009/ERR5386359/ERR5386359_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/009/ERR5386359/ERR5386359_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386359/33431_1#83.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386359/33431_1#83.cram.crai	
ERR5386362	PRJEB30134	SAMEA6451187	ERX5171288	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/002/ERR5386362/ERR5386362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/002/ERR5386362/ERR5386362_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386362/33431_1#86.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386362/33431_1#86.cram.crai	
ERR5386365	PRJEB30134	SAMEA6451082	ERX5171291	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/005/ERR5386365/ERR5386365_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/005/ERR5386365/ERR5386365_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386365/33431_1#89.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386365/33431_1#89.cram.crai	
ERR5386369	PRJEB30134	SAMEA6451087	ERX5171295	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/009/ERR5386369/ERR5386369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/009/ERR5386369/ERR5386369_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386369/33431_1#93.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386369/33431_1#93.cram.crai	
ERR5386373	PRJEB30134	SAMEA6451192	ERX5171299	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/003/ERR5386373/ERR5386373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/003/ERR5386373/ERR5386373_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386373/33431_1#97.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386373/33431_1#97.cram.crai	
ERR5386374	PRJEB30134	SAMEA6451094	ERX5171300	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/004/ERR5386374/ERR5386374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/004/ERR5386374/ERR5386374_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386374/33431_1#98.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386374/33431_1#98.cram.crai	
ERR5386380	PRJEB30134	SAMEA6451098	ERX5171306	287	Pseudomonas aeruginosa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/000/ERR5386380/ERR5386380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/000/ERR5386380/ERR5386380_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386380/33431_1#104.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386380/33431_1#104.cram.crai	
ERR5386388	PRJEB30134	SAMEA6451198	ERX5171314	571	Klebsiella oxytoca	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/008/ERR5386388/ERR5386388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/008/ERR5386388/ERR5386388_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386388/33431_1#112.cram	
ERR5386393	PRJEB30134	SAMEA6451103	ERX5171319	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/003/ERR5386393/ERR5386393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/003/ERR5386393/ERR5386393_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386393/33431_1#117.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386393/33431_1#117.cram.crai	
ERR5386395	PRJEB30134	SAMEA6451104	ERX5171321	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/005/ERR5386395/ERR5386395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/005/ERR5386395/ERR5386395_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386395/33431_1#119.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386395/33431_1#119.cram.crai	
ERR5386403	PRJEB30134	SAMEA6451106	ERX5171329	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/003/ERR5386403/ERR5386403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/003/ERR5386403/ERR5386403_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386403/33431_1#127.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386403/33431_1#127.cram.crai	
ERR5386405	PRJEB30134	SAMEA6451108	ERX5171331	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/005/ERR5386405/ERR5386405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/005/ERR5386405/ERR5386405_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386405/33431_1#129.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386405/33431_1#129.cram.crai	
ERR5386411	PRJEB30134	SAMEA6451112	ERX5171337	546	Citrobacter freundii	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/001/ERR5386411/ERR5386411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/001/ERR5386411/ERR5386411_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386411/33431_1#135.cram	
ERR5386413	PRJEB30134	SAMEA6451117	ERX5171339	546	Citrobacter freundii	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/003/ERR5386413/ERR5386413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/003/ERR5386413/ERR5386413_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386413/33431_1#137.cram	
ERR5386414	PRJEB30134	SAMEA6451228	ERX5171340	571	Klebsiella oxytoca	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/004/ERR5386414/ERR5386414_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/004/ERR5386414/ERR5386414_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386414/33431_1#138.cram	
ERR5386419	PRJEB30134	SAMEA6451231	ERX5171345	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/009/ERR5386419/ERR5386419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/009/ERR5386419/ERR5386419_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386419/33431_1#143.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386419/33431_1#143.cram.crai	
ERR5386423	PRJEB30134	SAMEA6451234	ERX5171349	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/003/ERR5386423/ERR5386423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/003/ERR5386423/ERR5386423_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386423/33431_1#147.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386423/33431_1#147.cram.crai	
ERR5386424	PRJEB30134	SAMEA6451120	ERX5171350	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/004/ERR5386424/ERR5386424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/004/ERR5386424/ERR5386424_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386424/33431_1#148.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386424/33431_1#148.cram.crai	
ERR5386427	PRJEB30134	SAMEA6451213	ERX5171353	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/007/ERR5386427/ERR5386427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/007/ERR5386427/ERR5386427_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386427/33431_1#151.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386427/33431_1#151.cram.crai	
ERR5386428	PRJEB30134	SAMEA6451122	ERX5171354	54291	Klebsiella ornithinolytica	ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/008/ERR5386428/ERR5386428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR538/008/ERR5386428/ERR5386428_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR538/ERR5386428/33431_1#152.cram	
